4.359757124026108244e+01,3.654622340996220231e+01,-1.560152402369356253e+02,1.187518506337578827e+00
4.856535503286623978e+00,3.033697165018892417e+00,5.649114881479472494e+00,9.636211812964116108e-01
-3.058131609411811525e+01,5.467689733365982363e+01,-1.022764035671781500e+02,1.458415023595357241e+00
3.300000351428946033e+01,-2.306780244945450420e+00,-6.043421217828305458e+01,6.929409098590649796e-01
-5.163268259030791540e+01,3.857444080152011168e+01,-1.313291646826573071e+02,6.975751636990913385e-01
-5.163268259030791540e+01,3.857444080152011168e+01,-1.313291646826573071e+02,6.975751636990913385e-01
6.357414143443635623e+01,3.471704939108937538e+01,-3.143362976548299770e+01,1.426640689250332272e+00
6.357414143443635623e+01,3.471704939108937538e+01,-3.143362976548299770e+01,1.426640689250332272e+00
6.357414143443635623e+01,3.471704939108937538e+01,-3.143362976548299770e+01,1.426640689250332272e+00
-3.906533251665087647e+01,1.145297368716306607e+00,-3.813173950600416617e+01,1.190299653007178327e+00
4.509087767439184091e+01,3.966631427599289594e+01,-5.257134889761417185e+01,7.653439355575577530e-01
-4.716698222082044367e+00,-4.609810413688481390e+01,2.476274721690567659e+01,1.027154399631807546e+00
-4.716698222082044367e+00,-4.609810413688481390e+01,2.476274721690567659e+01,1.027154399631807546e+00
4.383817483357192657e+01,3.274691148688841480e+01,-8.674872521427920447e+01,1.176840282327414666e+00
-1.381129250344442738e+01,5.395290465930326462e+01,-1.392488911362065380e+02,9.908645258652708510e-01
-4.515576753374176633e+01,3.353774859284536092e+01,-1.143432331249114497e+01,5.767678662653636934e-01
-1.936965527920763463e+01,-1.315674190883059325e+01,-1.779279817560750701e+02,1.012064737513165502e+00
5.722836565486483096e+01,-3.151366860510447054e+01,-2.594074593898445968e+01,5.779758057190769183e-01
5.722836565486483096e+01,-3.151366860510447054e+01,-2.594074593898445968e+01,5.779758057190769183e-01
5.359934079710763655e+01,3.435918358567139563e+01,1.741614679008663984e+02,1.011170565276860334e+00
8.292959523160991608e+00,-5.159453399897346770e+01,-1.403408299796035692e+02,9.402564097806799248e-01
2.095895880485629803e+00,5.210126271874945303e+01,-8.056765470665938267e+01,9.226084248497329332e-01
1.455100770837175794e+01,3.927893069125387626e+01,3.173610607651296434e+00,1.324997794650244254e+00
1.455100770837175794e+01,3.927893069125387626e+01,3.173610607651296434e+00,1.324997794650244254e+00
