2.410000000000000000e+02,2.410000000000000000e+02
8.300000000000000000e+01,8.300000000000000000e+01
1.840000000000000000e+02,1.840000000000000000e+02
2.080000000000000000e+02,2.080000000000000000e+02
1.160000000000000000e+02,1.160000000000000000e+02
1.420000000000000000e+02,1.420000000000000000e+02
1.100000000000000000e+02,1.100000000000000000e+02
2.190000000000000000e+02,2.190000000000000000e+02
2.200000000000000000e+02,2.200000000000000000e+02
2.520000000000000000e+02,2.520000000000000000e+02
2.380000000000000000e+02,2.380000000000000000e+02
2.620000000000000000e+02,2.620000000000000000e+02
1.670000000000000000e+02,1.670000000000000000e+02
2.490000000000000000e+02,2.490000000000000000e+02
2.060000000000000000e+02,2.060000000000000000e+02
2.170000000000000000e+02,2.170000000000000000e+02
1.500000000000000000e+02,1.500000000000000000e+02
1.950000000000000000e+02,1.950000000000000000e+02
2.250000000000000000e+02,2.250000000000000000e+02
1.180000000000000000e+02,1.170000000000000000e+02
1.360000000000000000e+02,1.360000000000000000e+02
1.370000000000000000e+02,1.370000000000000000e+02
2.500000000000000000e+02,2.500000000000000000e+02
1.910000000000000000e+02,1.910000000000000000e+02
2.560000000000000000e+02,2.560000000000000000e+02
2.290000000000000000e+02,2.290000000000000000e+02
2.170000000000000000e+02,2.170000000000000000e+02
2.240000000000000000e+02,2.140000000000000000e+02
1.840000000000000000e+02,1.830000000000000000e+02
1.230000000000000000e+02,1.230000000000000000e+02
2.420000000000000000e+02,2.420000000000000000e+02
1.660000000000000000e+02,1.660000000000000000e+02
2.320000000000000000e+02,2.320000000000000000e+02
1.900000000000000000e+02,1.900000000000000000e+02
2.430000000000000000e+02,2.420000000000000000e+02
2.510000000000000000e+02,2.510000000000000000e+02
1.930000000000000000e+02,1.930000000000000000e+02
2.000000000000000000e+02,1.990000000000000000e+02
2.200000000000000000e+02,2.200000000000000000e+02
1.780000000000000000e+02,1.780000000000000000e+02
1.820000000000000000e+02,1.820000000000000000e+02
7.500000000000000000e+01,7.500000000000000000e+01
2.560000000000000000e+02,2.560000000000000000e+02
2.510000000000000000e+02,2.510000000000000000e+02
2.290000000000000000e+02,2.280000000000000000e+02
2.420000000000000000e+02,2.420000000000000000e+02
1.440000000000000000e+02,1.440000000000000000e+02
2.360000000000000000e+02,2.360000000000000000e+02
2.540000000000000000e+02,2.540000000000000000e+02
1.720000000000000000e+02,1.720000000000000000e+02
2.520000000000000000e+02,2.520000000000000000e+02
1.990000000000000000e+02,1.990000000000000000e+02
1.460000000000000000e+02,1.460000000000000000e+02
1.880000000000000000e+02,1.850000000000000000e+02
1.970000000000000000e+02,1.970000000000000000e+02
1.310000000000000000e+02,1.310000000000000000e+02
2.460000000000000000e+02,2.460000000000000000e+02
2.090000000000000000e+02,2.090000000000000000e+02
2.280000000000000000e+02,2.280000000000000000e+02
2.220000000000000000e+02,2.220000000000000000e+02
1.700000000000000000e+02,1.700000000000000000e+02
2.440000000000000000e+02,2.440000000000000000e+02
1.150000000000000000e+02,1.150000000000000000e+02
1.970000000000000000e+02,1.970000000000000000e+02
2.670000000000000000e+02,2.670000000000000000e+02
2.440000000000000000e+02,2.440000000000000000e+02
2.450000000000000000e+02,2.450000000000000000e+02
1.260000000000000000e+02,1.260000000000000000e+02
2.390000000000000000e+02,2.390000000000000000e+02
2.610000000000000000e+02,2.610000000000000000e+02
1.960000000000000000e+02,1.960000000000000000e+02
2.260000000000000000e+02,2.260000000000000000e+02
2.400000000000000000e+02,2.370000000000000000e+02
2.340000000000000000e+02,2.340000000000000000e+02
1.100000000000000000e+02,1.100000000000000000e+02
1.350000000000000000e+02,1.350000000000000000e+02
2.410000000000000000e+02,2.410000000000000000e+02
1.210000000000000000e+02,1.210000000000000000e+02
1.760000000000000000e+02,1.760000000000000000e+02
1.700000000000000000e+02,1.700000000000000000e+02
1.530000000000000000e+02,1.530000000000000000e+02
2.420000000000000000e+02,2.420000000000000000e+02
2.190000000000000000e+02,2.190000000000000000e+02
2.040000000000000000e+02,2.040000000000000000e+02
2.600000000000000000e+02,2.600000000000000000e+02
1.680000000000000000e+02,1.680000000000000000e+02
1.450000000000000000e+02,1.450000000000000000e+02
2.420000000000000000e+02,2.420000000000000000e+02
2.470000000000000000e+02,2.470000000000000000e+02
2.260000000000000000e+02,2.260000000000000000e+02
1.580000000000000000e+02,1.580000000000000000e+02
1.080000000000000000e+02,1.080000000000000000e+02
1.560000000000000000e+02,1.560000000000000000e+02
1.850000000000000000e+02,1.850000000000000000e+02
2.160000000000000000e+02,2.160000000000000000e+02
1.250000000000000000e+02,1.250000000000000000e+02
2.260000000000000000e+02,2.260000000000000000e+02
2.370000000000000000e+02,2.370000000000000000e+02
1.880000000000000000e+02,1.880000000000000000e+02
2.280000000000000000e+02,2.280000000000000000e+02
