-2.000000000000000000e+01,-3.100000000000000000e+01,-7.353432464599609375e+01,1.222324728965759277e+00
-5.300000000000000000e+01,-5.100000000000000000e+01,1.435440216064453125e+02,1.275708556175231934e+00
5.700000000000000000e+01,3.200000000000000000e+01,-3.140400695800781250e+01,7.254595160484313965e-01
1.300000000000000000e+01,2.600000000000000000e+01,-3.628684997558593750e+01,9.640306830406188965e-01
8.000000000000000000e+00,1.000000000000000000e+00,-1.708778076171875000e+02,7.413288950920104980e-01
-2.100000000000000000e+01,-5.000000000000000000e+00,1.609345197677612305e+00,5.340754389762878418e-01
2.800000000000000000e+01,5.500000000000000000e+01,-3.415736770629882812e+01,8.697659969329833984e-01
-5.400000000000000000e+01,-3.100000000000000000e+01,1.775786132812500000e+02,1.276539683341979980e+00
5.500000000000000000e+01,-6.100000000000000000e+01,4.677205276489257812e+01,5.850076675415039062e-01
1.000000000000000000e+01,2.900000000000000000e+01,-6.345089721679687500e+01,1.175725221633911133e+00
-5.100000000000000000e+01,3.900000000000000000e+01,1.231926441192626953e+01,8.066610097885131836e-01
6.400000000000000000e+01,-5.400000000000000000e+01,-7.146372985839843750e+01,1.453003406524658203e+00
-2.800000000000000000e+01,2.300000000000000000e+01,4.343746566772460938e+01,5.046036243438720703e-01
3.200000000000000000e+01,-2.000000000000000000e+00,-6.174161911010742188e+01,1.130727887153625488e+00
-5.500000000000000000e+01,9.000000000000000000e+00,-1.212168960571289062e+02,1.118286848068237305e+00
1.700000000000000000e+01,5.700000000000000000e+01,1.611411743164062500e+02,1.263677716255187988e+00
2.300000000000000000e+01,3.000000000000000000e+01,9.465085601806640625e+01,8.278605937957763672e-01
-5.800000000000000000e+01,-5.300000000000000000e+01,-1.043995666503906250e+02,1.381531238555908203e+00
-4.900000000000000000e+01,5.200000000000000000e+01,-1.617923431396484375e+02,1.495200037956237793e+00
5.800000000000000000e+01,-4.700000000000000000e+01,-1.785639495849609375e+02,8.081794381141662598e-01
2.100000000000000000e+01,-4.600000000000000000e+01,-4.112442016601562500e+01,9.461344480514526367e-01
2.300000000000000000e+01,2.000000000000000000e+01,-6.332701492309570312e+01,1.306546688079833984e+00
4.000000000000000000e+01,-4.800000000000000000e+01,-3.576644420623779297e+00,6.297286748886108398e-01
3.100000000000000000e+01,-6.300000000000000000e+01,-7.338586425781250000e+01,9.625328779220581055e-01
-3.000000000000000000e+01,-4.900000000000000000e+01,-2.351987457275390625e+01,1.200130820274353027e+00
6.200000000000000000e+01,3.700000000000000000e+01,2.855101108551025391e+00,8.123672604560852051e-01
2.000000000000000000e+00,-4.500000000000000000e+01,-7.632822418212890625e+01,5.036305785179138184e-01
-4.800000000000000000e+01,-6.300000000000000000e+01,-1.513027496337890625e+02,1.044321417808532715e+00
2.700000000000000000e+01,-3.300000000000000000e+01,1.611152343750000000e+02,7.464399337768554688e-01
2.000000000000000000e+01,1.000000000000000000e+00,9.421025848388671875e+01,1.122334241867065430e+00
2.200000000000000000e+01,-7.000000000000000000e+00,7.912506866455078125e+01,9.259340763092041016e-01
-2.300000000000000000e+01,5.000000000000000000e+00,3.609491729736328125e+01,1.449191927909851074e+00
-3.000000000000000000e+01,-2.100000000000000000e+01,-1.039415359497070312e+02,9.247566461563110352e-01
2.000000000000000000e+01,-1.900000000000000000e+01,-1.747449493408203125e+02,8.444958925247192383e-01
1.700000000000000000e+01,-3.900000000000000000e+01,-1.598050079345703125e+02,1.253875494003295898e+00
6.100000000000000000e+01,-5.100000000000000000e+01,1.600114898681640625e+02,8.382137417793273926e-01
2.000000000000000000e+01,-4.900000000000000000e+01,-5.107295989990234375e+00,1.228688716888427734e+00
-4.300000000000000000e+01,6.100000000000000000e+01,-1.356493072509765625e+02,9.232740402221679688e-01
-1.200000000000000000e+01,-2.200000000000000000e+01,3.598097562789916992e+00,9.389782547950744629e-01
-4.400000000000000000e+01,1.600000000000000000e+01,1.481791381835937500e+02,1.327489376068115234e+00
1.200000000000000000e+01,3.000000000000000000e+00,-1.194496459960937500e+02,6.854233145713806152e-01
-5.200000000000000000e+01,-5.200000000000000000e+01,1.094324417114257812e+02,7.502275109291076660e-01
