1.640000000000000000e+02,1.640000000000000000e+02
1.190000000000000000e+02,1.160000000000000000e+02
1.240000000000000000e+02,1.240000000000000000e+02
1.690000000000000000e+02,1.690000000000000000e+02
2.040000000000000000e+02,2.040000000000000000e+02
8.700000000000000000e+01,8.700000000000000000e+01
1.110000000000000000e+02,1.110000000000000000e+02
1.790000000000000000e+02,1.790000000000000000e+02
1.210000000000000000e+02,1.210000000000000000e+02
1.460000000000000000e+02,1.460000000000000000e+02
2.020000000000000000e+02,2.020000000000000000e+02
1.590000000000000000e+02,1.590000000000000000e+02
1.460000000000000000e+02,1.460000000000000000e+02
1.670000000000000000e+02,1.670000000000000000e+02
6.300000000000000000e+01,6.300000000000000000e+01
1.820000000000000000e+02,1.820000000000000000e+02
1.500000000000000000e+02,1.500000000000000000e+02
1.110000000000000000e+02,1.110000000000000000e+02
1.640000000000000000e+02,1.640000000000000000e+02
2.010000000000000000e+02,2.010000000000000000e+02
1.010000000000000000e+02,1.010000000000000000e+02
9.000000000000000000e+01,9.000000000000000000e+01
1.190000000000000000e+02,1.190000000000000000e+02
1.330000000000000000e+02,1.330000000000000000e+02
1.480000000000000000e+02,1.470000000000000000e+02
1.240000000000000000e+02,1.240000000000000000e+02
1.670000000000000000e+02,1.670000000000000000e+02
1.260000000000000000e+02,1.260000000000000000e+02
5.700000000000000000e+01,5.700000000000000000e+01
1.130000000000000000e+02,1.130000000000000000e+02
9.700000000000000000e+01,9.700000000000000000e+01
5.300000000000000000e+01,5.300000000000000000e+01
1.290000000000000000e+02,1.290000000000000000e+02
1.570000000000000000e+02,1.570000000000000000e+02
9.000000000000000000e+01,8.900000000000000000e+01
1.960000000000000000e+02,1.960000000000000000e+02
1.050000000000000000e+02,1.040000000000000000e+02
5.000000000000000000e+01,5.000000000000000000e+01
1.980000000000000000e+02,1.980000000000000000e+02
1.110000000000000000e+02,1.090000000000000000e+02
1.640000000000000000e+02,1.640000000000000000e+02
1.600000000000000000e+02,1.600000000000000000e+02
1.670000000000000000e+02,1.670000000000000000e+02
1.520000000000000000e+02,1.520000000000000000e+02
1.950000000000000000e+02,1.950000000000000000e+02
2.010000000000000000e+02,2.010000000000000000e+02
1.780000000000000000e+02,1.780000000000000000e+02
1.070000000000000000e+02,1.070000000000000000e+02
1.390000000000000000e+02,1.390000000000000000e+02
1.680000000000000000e+02,1.680000000000000000e+02
1.100000000000000000e+02,1.100000000000000000e+02
7.900000000000000000e+01,7.900000000000000000e+01
1.220000000000000000e+02,1.220000000000000000e+02
1.930000000000000000e+02,1.930000000000000000e+02
6.200000000000000000e+01,6.100000000000000000e+01
1.000000000000000000e+02,1.000000000000000000e+02
6.800000000000000000e+01,6.800000000000000000e+01
1.950000000000000000e+02,1.940000000000000000e+02
1.270000000000000000e+02,1.270000000000000000e+02
1.140000000000000000e+02,1.140000000000000000e+02
7.700000000000000000e+01,7.600000000000000000e+01
1.730000000000000000e+02,1.730000000000000000e+02
1.990000000000000000e+02,1.990000000000000000e+02
1.190000000000000000e+02,1.190000000000000000e+02
1.570000000000000000e+02,1.570000000000000000e+02
1.280000000000000000e+02,1.280000000000000000e+02
9.200000000000000000e+01,9.200000000000000000e+01
1.780000000000000000e+02,1.780000000000000000e+02
1.320000000000000000e+02,1.260000000000000000e+02
1.900000000000000000e+02,1.900000000000000000e+02
1.750000000000000000e+02,1.750000000000000000e+02
1.900000000000000000e+02,1.900000000000000000e+02
1.920000000000000000e+02,1.920000000000000000e+02
1.930000000000000000e+02,1.930000000000000000e+02
1.570000000000000000e+02,1.570000000000000000e+02
7.100000000000000000e+01,7.100000000000000000e+01
1.820000000000000000e+02,1.820000000000000000e+02
1.450000000000000000e+02,1.450000000000000000e+02
1.990000000000000000e+02,1.990000000000000000e+02
1.630000000000000000e+02,1.620000000000000000e+02
1.950000000000000000e+02,1.950000000000000000e+02
1.220000000000000000e+02,1.220000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01
1.240000000000000000e+02,1.240000000000000000e+02
7.600000000000000000e+01,7.600000000000000000e+01
9.100000000000000000e+01,9.100000000000000000e+01
1.690000000000000000e+02,1.690000000000000000e+02
1.250000000000000000e+02,1.250000000000000000e+02
7.700000000000000000e+01,7.700000000000000000e+01
1.640000000000000000e+02,1.640000000000000000e+02
1.270000000000000000e+02,1.270000000000000000e+02
2.010000000000000000e+02,2.010000000000000000e+02
1.220000000000000000e+02,1.220000000000000000e+02
1.530000000000000000e+02,1.520000000000000000e+02
2.070000000000000000e+02,2.070000000000000000e+02
1.890000000000000000e+02,1.890000000000000000e+02
1.610000000000000000e+02,1.600000000000000000e+02
1.610000000000000000e+02,1.610000000000000000e+02
2.060000000000000000e+02,2.060000000000000000e+02
1.480000000000000000e+02,1.470000000000000000e+02
